"","WHISKY","PRESENTER","DATE","AGE","PRICE","SIZE","ABV","X..1.5.oz","ORIGIN","AMOUNT","STATUS","Individual","value","WHISKYNAME"
"961","Mortlach Rare & Old","John","28/04/2016","NAS",100,750,43,6,"Speyside",0.5,"OWNED","Mike.H.",71,"Mortlach Rare & Old NAS"
"962","Jura","CLUB (MTL)","27/02/2014","21",138,700,44,9,"Island",NA,"OWNED","Mike.H.",79,"Jura 21"
"963","Smokehead Rock Edition","Scott","22/10/2015","NAS",100,1000,44,5,"Islay",0.3,"OWNED","Mike.H.",70,"Smokehead Rock Edition NAS"
"964","Talisker Port Ruighe","Joss","28/05/2015","NAS",110,700,45,8,"Island",0,"REPLACE","Mike.H.",83,"Talisker Port Ruighe NAS"
"965","Ardbeg","Ash","30/05/2013","10",100,1000,46,5,"Islay",0.4,"OWNED","Mike.H.",73,"Ardbeg 10"
"966","Ardmore","Joss","31/01/2013","NAS",45,700,46,3,"Speyside",0,"EMPTY","Mike.H.",72,"Ardmore NAS"
"968","Aultmore","Miles","22/10/2015","12",80,750,46,5,"Speyside",0.7,"OWNED","Mike.H.",75,"Aultmore 12"
"969","Benriach Peated (Importanticus Fumosus)","Steve","29/05/2014","12",75,700,46,5,"Speyside",0,"REPLACE","Mike.H.",79,"Benriach Peated (Importanticus Fumosus) 12"
"970","Bruichladdich","Dan","31/01/2013","10",63,700,46,5,"Islay",0,"EMPTY","Mike.H.",74,"Bruichladdich 10"
"971","Clynelish","Seb","29/11/2012","14",80,750,46,5,"Highland",0,"RETIRED","Mike.H.",73,"Clynelish 14"
"972","Craigellaichie","Luke","28/07/2016","13",80,700,46,6,"Speyside",0.8,"OWNED","Mike.H.",74,"Craigellaichie 13"
"973","Craigellaichie","Murilo","29/09/2016","19",150,1000,46,7,"Speyside",NA,"OWNED","Mike.H.",80,"Craigellaichie 19"
"974","Glendronach","Miles","30/01/2014","14",90,700,46,6,"Highland",0.3,"OWNED","Mike.H.",74,"Glendronach 14"
"976","Glenmorangie Lasanta","Marian","24/03/2014","12",74,1000,46,4,"Highland",0,"EMPTY","Mike.H.",78,"Glenmorangie Lasanta 12"
"978","Glenmorangie Signet","Ash","27/06/2013","NAS",311,750,46,19,"Highland",NA,"OWNED","Mike.H.",82,"Glenmorangie Signet NAS"
"980","Hazelburn","CLUB (SS1)","20/06/2013","12",129,700,46,9,"Campbeltown",0.4,"OWNED","Mike.H.",80,"Hazelburn 12"
"981","Jura Prophecy","Andrew","24/10/2013","NAS",95,750,46,6,"Island",0.4,"OWNED","Mike.H.",76,"Jura Prophecy NAS"
"983","Springbank","Steve","26/09/2013","10",80,750,46,5,"Campbeltown",0.3,"OWNED","Mike.H.",75,"Springbank 10"
"984","Talisker","Miles","28/03/2013","10",80,750,46,5,"Island",1,"OWNED","Mike.H.",75,"Talisker 10"
"987","Bunnahabhain","Stefan","27/10/2016","12",90,700,46,6,"Islay",0.4,"OWNED","Mike.H.",82,"Bunnahabhain 12"
"988","Bunnahabhain Eirigh Na Greine","Mike","01/09/2016","NAS",100,1000,46,5,"Islay",0.4,"OWNED","Mike.H.",85,"Bunnahabhain Eirigh Na Greine NAS"
"990","Highland Park Dark Origins","Andrew","26/11/2015","NAS",100,750,46,6,"Highland",0,"EMPTY","Mike.H.",82,"Highland Park Dark Origins NAS"
"992","Glenfiddich Snow Phoenix","CLUB (WS3)","17/12/2015","NAS",250,750,47,15,"Speyside",NA,"OWNED","Mike.H.",91,"Glenfiddich Snow Phoenix NAS"
"993","Glenlivet Guardians Chapter","Marian","20/10/2014","NAS",90,750,48,6,"Speyside",0,"RETIRED","Mike.H.",80,"Glenlivet Guardians Chapter NAS"
"994","Laphoraig Quarter Cask","Miles","20/12/2012","5.7",70,750,48,5,"Islay",0.9,"OWNED","Mike.H.",73,"Laphoraig Quarter Cask 5.7"
"996","Arran Malt Amarones Cask","Ash","24/04/2014","12",81,700,50,6,"Island",0,"REPLACE","Mike.H.",82,"Arran Malt Amarones Cask 12"
"997","Arran Malt Port Cask","Joss","28/07/2016","NAS",90,700,50,6,"Island",0.5,"OWNED","Mike.H.",77,"Arran Malt Port Cask NAS"
"998","Bunnahabhain  Cruach-Mhona","Jonathan","28/05/2015","NAS",120,1000,50,6,"Islay",0.3,"OWNED","Mike.H.",84,"Bunnahabhain  Cruach-Mhona NAS"
"999","Balvenie 1509 Tun","CLUB (WS3)","17/12/2015","NAS",400,700,50,26,"Speyside",NA,"OWNED","Mike.H.",86,"Balvenie 1509 Tun NAS"
"1000","Linlithgow Signatory Vintage (1975)","CLUB (SS3)","24/06/2015","25",400,700,50,26,"Lowland",0,"RETIRED","Mike.H.",90,"Linlithgow Signatory Vintage (1975) 25"
"1001","Ardbeg Alligator","CLUB (SS1)","20/06/2013","NAS",170,700,51,11,"Islay",0,"RETIRED","Mike.H.",81,"Ardbeg Alligator NAS"
"1002","Glenfiddich Distillers Ed.","Marian","26/09/2013","15",75,750,51,5,"Speyside",0.9,"OWNED","Mike.H.",78,"Glenfiddich Distillers Ed. 15"
"1003","Laphroaig Cairdeas 200th Anniversary","Joss","25/02/2016","NAS",100,750,51,6,"Islay",NA,"OWNED","Mike.H.",73,"Laphroaig Cairdeas 200th Anniversary NAS"
"1005","Bowmore Laimrig","Joss","28/11/2013","15",96,750,54,6,"Islay",0,"EMPTY","Mike.H.",77,"Bowmore Laimrig 15"
"1006","Arbeg Dark Cove (Committee Release)","CLUB (WS4)","22/12/2016","NAS",200,750,55,12,"Islay",NA,"OWNED","Mike.H.",70,"Arbeg Dark Cove (Committee Release) NAS"
"1007","Bowmore Tempest IV","Dan","29/05/2014","10",80,750,55,5,"Islay",0,"REPLACE","Mike.H.",82,"Bowmore Tempest IV 10"
"1010","Ardbeg Correyvreckan","Andrew","01/09/2016","NAS",150,700,57,10,"Islay",NA,"OWNED","Mike.H.",78,"Ardbeg Correyvreckan NAS"
"1011","Glenlivet Nadurra Triumph","Joss","25/10/2012","16",85,750,58,6,"Speyside",0,"RETIRED","Mike.H.",85,"Glenlivet Nadurra Triumph 16"
"1012","Aberlour A'bunadh","Phil","24/07/2014","NAS",95,750,59,6,"Speyside",0,"EMPTY","Mike.H.",85,"Aberlour A'bunadh NAS"
"1013","Glenfarclas 105 Cask Strength","Stephan","26/11/2015","NAS",106,750,60,7,"Highland",0.3,"OWNED","Mike.H.",84,"Glenfarclas 105 Cask Strength NAS"
"1014","Laphroaig PX","Murilo","23/3/2017","NAS",100,1000,48,5,"Islay",0.8,"OWNED","Mike.H.",75,"Laphroaig PX NAS"
"1015","Knappogue Castle","Ash","23/3/2017","12",75,750,40,5,"Ireland",0.6,"OWNED","Mike.H.",82,"Knappogue Castle 12"
"1016","Royal Brackla","Steve","23/2/2017","12",100,750,40,6,"Highland",0.6,"OWNED","Mike.H.",75,"Royal Brackla 12"
"1017","Glenfiddich Rich Oak","Joss","23/2/2017","14",68,750,40,5,"Speyside",0.7,"OWNED","Mike.H.",73,"Glenfiddich Rich Oak 14"
"1018","Macallan Double Cask","Mike","27/4/2017","12",100,750,40,6,"Speyside",NA,"OWNED","Mike.H.",83,"Macallan Double Cask 12"
"1019","Ancnoc Vintage 2001","?","25/5/2017","15",120,700,46,8,"Speyside",0.5,"OWNED","Mike.H.",72,"Ancnoc Vintage 2001 15"
"1020","Kilchoman Machir Bay","?","25/5/2017","NAS",100,700,46,7,"Islay",0.5,"OWNED","Mike.H.",76,"Kilchoman Machir Bay NAS"
"1021","Benriach 1998 Single Cask","CLUB (SS5)","22/6/2017","15",288,750,47,18,"Speyside",NA,"OWNED","Mike.H.",82,"Benriach 1998 Single Cask 15"
"1022","Macallan Rare Cask","CLUB (SS5)","22/6/2017","NAS",400,750,43,24,"Speyside",NA,"OWNED","Mike.H.",91,"Macallan Rare Cask NAS"
"1026","Scapa Skiren","Scott","28/9/2017","NAS",80,750,40,5,"Island",NA,"OWNED","Mike.H.",77,"Scapa Skiren NAS"
"1027","Oban Distillers Edition","Jeremy","28/9/2017","15",120,750,43,8,"Highland",NA,"OWNED","Mike.H.",86,"Oban Distillers Edition 15"
"1028","Signatory Vintage Rosebank","Joss","26/10/2017","10",220,750,43,14,"Lowland",NA,"RETIRED","Mike.H.",73,"Signatory Vintage Rosebank 10"
"1029","Highland Park Valkyrie","Joss","26/10/2017","NAS",100,750,45,6,"Island",NA,"OWNED","Mike.H.",78,"Highland Park Valkyrie NAS"
"1030","Glenfiddich Project XX","Ash","26/10/2017","NAS",100,740,47,7,"Speyside",NA,"OWNED","Mike.H.",76,"Glenfiddich Project XX NAS"
"1031","Balblair 2005","Steve","30/11/2017","NAS",73,700,46,5,"Highland",NA,"OWNED","Mike.H.",76,"Balblair 2005 NAS"
"1032","Chivas Regal","Ash","30/11/2017","12",105,1750,40,3,"Blend",NA,"OWNED","Mike.H.",70,"Chivas Regal 12"
"1051","Highland Park Einar","Ash","24/11/2016","NAS",110,1000,40,5,"Island",0.7,"OWNED","Richard",75,"Highland Park Einar NAS"
"1088","Yamazaki","Richard","24/11/2016","12",120,700,43,8,"Japan",0.3,"OWNED","Richard",85,"Yamazaki 12"
"1089","Yamazaki","CLUB (WS4)","22/12/2016","18",500,750,43,30,"Japan",NA,"OWNED","Richard",95,"Yamazaki 18"
"1093","Talisker Port Ruighe","Joss","28/05/2015","NAS",110,700,45,8,"Island",0,"REPLACE","Richard",79,"Talisker Port Ruighe NAS"
"1117","Bunnahabhain Eirigh Na Greine","Mike","01/09/2016","NAS",100,1000,46,5,"Islay",0.4,"OWNED","Richard",75,"Bunnahabhain Eirigh Na Greine NAS"
"1135","Arbeg Dark Cove (Committee Release)","CLUB (WS4)","22/12/2016","NAS",200,750,55,12,"Islay",NA,"OWNED","Richard",79,"Arbeg Dark Cove (Committee Release) NAS"
"1139","Ardbeg Correyvreckan","Andrew","01/09/2016","NAS",150,700,57,10,"Islay",NA,"OWNED","Richard",82,"Ardbeg Correyvreckan NAS"
"1148","Ancnoc Vintage 2001","?","25/5/2017","15",120,700,46,8,"Speyside",0.5,"OWNED","Richard",65,"Ancnoc Vintage 2001 15"
"1149","Kilchoman Machir Bay","?","25/5/2017","NAS",100,700,46,7,"Islay",0.5,"OWNED","Richard",80,"Kilchoman Machir Bay NAS"
"1150","Benriach 1998 Single Cask","CLUB (SS5)","22/6/2017","15",288,750,47,18,"Speyside",NA,"OWNED","Richard",75,"Benriach 1998 Single Cask 15"
"1151","Macallan Rare Cask","CLUB (SS5)","22/6/2017","NAS",400,750,43,24,"Speyside",NA,"OWNED","Richard",82,"Macallan Rare Cask NAS"
"1154","Laphroaig Select","Richard","31/8/2017","NAS",78,750,40,5,"Islay",NA,"OWNED","Richard",70,"Laphroaig Select NAS"
"1163","Ancnoc","Jeremy","27/10/2016","23",80,700,40,6,"Speyside",0.3,"OWNED","Scott",62,"Ancnoc 23"
"1165","Auchentoshan American Oak","Marian","26/05/2016","NAS",55,750,40,4,"Lowland",0.6,"OWNED","Scott",68,"Auchentoshan American Oak NAS"
"1167","Balvenie Doublewood","Stefan","27/11/2014","12",90,750,40,6,"Speyside",0,"EMPTY","Scott",76,"Balvenie Doublewood 12"
"1172","Glen Deveron","Mike","30/04/2015","20",115,1000,40,6,"Highland",0.2,"OWNED","Scott",72,"Glen Deveron 20"
"1173","Glen Mhor (1965)","CLUB (SS4)","23/06/2016","35",320,700,40,21,"Highland",NA,"OWNED","Scott",94,"Glen Mhor (1965) 35"
"1175","Glenfiddich Select Cask (Blind)","CLUB (BT)","28/01/2016","NAS",70,1000,40,4,"Speyside",0.5,"OWNED","Scott",65,"Glenfiddich Select Cask (Blind) NAS"
"1176","Glenlivet Master Dist. Reserve","Dan","30/04/2015","NAS",60,1000,40,3,"Speyside",0.7,"OWNED","Scott",76,"Glenlivet Master Dist. Reserve NAS"
"1178","Glenmorangie 10 (Blind)","CLUB (BT)","28/01/2016","10",70,750,40,5,"Highland",0.3,"OWNED","Scott",71,"Glenmorangie 10 (Blind) 10"
"1179","Glenrothes Select Reserve","Marian","27/08/2015","NAS",60,750,40,4,"Speyside",0.5,"OWNED","Scott",73,"Glenrothes Select Reserve NAS"
"1180","Highland Park Einar","Ash","24/11/2016","NAS",110,1000,40,5,"Island",0.7,"OWNED","Scott",72,"Highland Park Einar NAS"
"1184","McClelland  Speyside (Blind)","CLUB (BT)","28/01/2016","NAS",45,750,40,3,"Speyside",0,"RETIRED","Scott",49,"McClelland  Speyside (Blind) NAS"
"1185","McClelland Highland (Blind)","CLUB (BT)","28/01/2016","NAS",45,750,40,3,"Highland",0.7,"OWNED","Scott",69,"McClelland Highland (Blind) NAS"
"1186","McClelland Islay (Blind)","CLUB (BT)","28/01/2016","NAS",45,750,40,3,"Islay",0,"RETIRED","Scott",80,"McClelland Islay (Blind) NAS"
"1187","Old Pulteney","Mike","30/10/2014","12",78,700,40,6,"Highland",0.4,"OWNED","Scott",72,"Old Pulteney 12"
"1188","Port Ellen Connoissuers Choice (1982)","CLUB (SS3)","24/06/2015","19",320,700,40,21,"Islay",0,"RETIRED","Scott",90,"Port Ellen Connoissuers Choice (1982) 19"
"1189","Redbreast Irish Whisky","Mike","31/03/2016","12",75,750,40,5,"Ireland",0.5,"OWNED","Scott",77,"Redbreast Irish Whisky 12"
"1197","Bowmore Darkest","Dan","27/06/2013","15",92,750,43,6,"Islay",0,"REPLACE","Scott",91,"Bowmore Darkest 15"
"1199","Caol Isla (Blind)","CLUB (BT)","28/01/2016","12",80,1000,43,4,"Islay",0.2,"OWNED","Scott",78,"Caol Isla (Blind) 12"
"1201","Glenfiddich Bourbon Barrel Reserve","Jeremy","25/02/2016","14",70,750,43,5,"Speyside",0,"EMPTY","Scott",83,"Glenfiddich Bourbon Barrel Reserve 14"
"1202","Glengoyne","Miles","27/11/2014","15",95,700,43,7,"Highland",0,"RETIRED","Scott",78,"Glengoyne 15"
"1212","Nikka Taketsuru Pure Malt","Ash","31/03/2016","NAS",82,750,43,5,"Japan",0.2,"OWNED","Scott",80,"Nikka Taketsuru Pure Malt NAS"
"1214","Oban Little Bay","CLUB (MTL)","25/02/2016","NAS",100,750,43,6,"Highland",0.3,"OWNED","Scott",89,"Oban Little Bay NAS"
"1217","Yamazaki","Richard","24/11/2016","12",120,700,43,8,"Japan",0.3,"OWNED","Scott",98,"Yamazaki 12"
"1218","Yamazaki","CLUB (WS4)","22/12/2016","18",500,750,43,30,"Japan",NA,"OWNED","Scott",91,"Yamazaki 18"
"1221","Smokehead Rock Edition","Scott","22/10/2015","NAS",100,1000,44,5,"Islay",0.3,"OWNED","Scott",72,"Smokehead Rock Edition NAS"
"1222","Talisker Port Ruighe","Joss","28/05/2015","NAS",110,700,45,8,"Island",0,"REPLACE","Scott",80,"Talisker Port Ruighe NAS"
"1226","Aultmore","Miles","22/10/2015","12",80,750,46,5,"Speyside",0.7,"OWNED","Scott",67,"Aultmore 12"
"1228","Bruichladdich","Dan","31/01/2013","10",63,700,46,5,"Islay",0,"EMPTY","Scott",76,"Bruichladdich 10"
"1237","Glenmorangie Signet","CLUB (SS4)","23/06/2016","NAS",260,750,46,16,"Highland",NA,"OWNED","Scott",89,"Glenmorangie Signet NAS"
"1240","Old Pulteney Noss Head","Murilo","24/09/2015","NAS",NA,1000,46,0,"Highland",0.6,"OWNED","Scott",75,"Old Pulteney Noss Head NAS"
"1243","Talisker Dark Storm","Max","24/09/2015","NAS",90,1000,46,5,"Island",0.4,"OWNED","Scott",91,"Talisker Dark Storm NAS"
"1244","Tomatin Cubocan","Murilo","26/05/2016","NAS",96,750,46,6,"Highland",0.2,"OWNED","Scott",75,"Tomatin Cubocan NAS"
"1245","Bunnahabhain","Stefan","27/10/2016","12",90,700,46,6,"Islay",0.4,"OWNED","Scott",85,"Bunnahabhain 12"
"1247","Deanston Virgin Oak","Steve","27/08/2015","NAS",50,750,46,3,"Highland",0.7,"OWNED","Scott",67,"Deanston Virgin Oak NAS"
"1248","Highland Park Dark Origins","Andrew","26/11/2015","NAS",100,750,46,6,"Highland",0,"EMPTY","Scott",86,"Highland Park Dark Origins NAS"
"1250","Glenfiddich Snow Phoenix","CLUB (WS3)","17/12/2015","NAS",250,750,47,15,"Speyside",NA,"OWNED","Scott",89,"Glenfiddich Snow Phoenix NAS"
"1251","Glenlivet Guardians Chapter","Marian","20/10/2014","NAS",90,750,48,6,"Speyside",0,"RETIRED","Scott",80,"Glenlivet Guardians Chapter NAS"
"1256","Bunnahabhain  Cruach-Mhona","Jonathan","28/05/2015","NAS",120,1000,50,6,"Islay",0.3,"OWNED","Scott",81,"Bunnahabhain  Cruach-Mhona NAS"
"1257","Balvenie 1509 Tun","CLUB (WS3)","17/12/2015","NAS",400,700,50,26,"Speyside",NA,"OWNED","Scott",90,"Balvenie 1509 Tun NAS"
"1258","Linlithgow Signatory Vintage (1975)","CLUB (SS3)","24/06/2015","25",400,700,50,26,"Lowland",0,"RETIRED","Scott",86,"Linlithgow Signatory Vintage (1975) 25"
"1260","Glenfiddich Distillers Ed.","Marian","26/09/2013","15",75,750,51,5,"Speyside",0.9,"OWNED","Scott",87,"Glenfiddich Distillers Ed. 15"
"1261","Laphroaig Cairdeas 200th Anniversary","Joss","25/02/2016","NAS",100,750,51,6,"Islay",NA,"OWNED","Scott",84,"Laphroaig Cairdeas 200th Anniversary NAS"
"1263","Bowmore Laimrig","Joss","28/11/2013","15",96,750,54,6,"Islay",0,"EMPTY","Scott",80,"Bowmore Laimrig 15"
"1264","Arbeg Dark Cove (Committee Release)","CLUB (WS4)","22/12/2016","NAS",200,750,55,12,"Islay",NA,"OWNED","Scott",79,"Arbeg Dark Cove (Committee Release) NAS"
"1271","Glenfarclas 105 Cask Strength","Stephan","26/11/2015","NAS",106,750,60,7,"Highland",0.3,"OWNED","Scott",70,"Glenfarclas 105 Cask Strength NAS"
"1279","Benriach 1998 Single Cask","CLUB (SS5)","22/6/2017","15",288,750,47,18,"Speyside",NA,"OWNED","Scott",83,"Benriach 1998 Single Cask 15"
"1280","Macallan Rare Cask","CLUB (SS5)","22/6/2017","NAS",400,750,43,24,"Speyside",NA,"OWNED","Scott",90,"Macallan Rare Cask NAS"
"1284","Scapa Skiren","Scott","28/9/2017","NAS",80,750,40,5,"Island",NA,"OWNED","Scott",83,"Scapa Skiren NAS"
"1285","Oban Distillers Edition","Jeremy","28/9/2017","15",120,750,43,8,"Highland",NA,"OWNED","Scott",84,"Oban Distillers Edition 15"
"1286","Signatory Vintage Rosebank","Joss","26/10/2017","10",220,750,43,14,"Lowland",NA,"RETIRED","Scott",52,"Signatory Vintage Rosebank 10"
"1287","Highland Park Valkyrie","Joss","26/10/2017","NAS",100,750,45,6,"Island",NA,"OWNED","Scott",86,"Highland Park Valkyrie NAS"
"1288","Glenfiddich Project XX","Ash","26/10/2017","NAS",100,740,47,7,"Speyside",NA,"OWNED","Scott",87,"Glenfiddich Project XX NAS"
"1289","Balblair 2005","Steve","30/11/2017","NAS",73,700,46,5,"Highland",NA,"OWNED","Scott",75,"Balblair 2005 NAS"
"1290","Chivas Regal","Ash","30/11/2017","12",105,1750,40,3,"Blend",NA,"OWNED","Scott",66,"Chivas Regal 12"
"1291","Aberfeldy","Seb","24/04/2014","12",55,750,40,4,"Highland",0,"EMPTY","Stefan",66,"Aberfeldy 12"
"1292","Ancnoc","Jeremy","27/10/2016","23",80,700,40,6,"Speyside",0.3,"OWNED","Stefan",70,"Ancnoc 23"
"1296","Balvenie Doublewood","Stefan","27/11/2014","12",90,750,40,6,"Speyside",0,"EMPTY","Stefan",80,"Balvenie Doublewood 12"
"1303","Glenfiddich Select Cask","Ash","30/07/2015","NAS",70,1000,40,4,"Speyside",0.5,"OWNED","Stefan",74,"Glenfiddich Select Cask NAS"
"1306","Glenmorangie","Nick","30/07/2015","10",70,750,40,5,"Highland",0.3,"OWNED","Stefan",75,"Glenmorangie 10"
"1316","Old Pulteney","Mike","30/10/2014","12",78,700,40,6,"Highland",0.4,"OWNED","Stefan",76,"Old Pulteney 12"
"1322","Jura Brooklyn","Steve","28/04/2016","NAS",80,750,42,5,"Island",0.3,"OWNED","Stefan",76,"Jura Brooklyn NAS"
"1326","Bowmore Darkest","Dan","27/06/2013","15",92,750,43,6,"Islay",0,"REPLACE","Stefan",85,"Bowmore Darkest 15"
"1330","Glenfiddich Bourbon Barrel Reserve","Jeremy","25/02/2016","14",70,750,43,5,"Speyside",0,"EMPTY","Stefan",76,"Glenfiddich Bourbon Barrel Reserve 14"
"1331","Glengoyne","Miles","27/11/2014","15",95,700,43,7,"Highland",0,"RETIRED","Stefan",82,"Glengoyne 15"
"1343","Oban Little Bay","CLUB (MTL)","25/02/2016","NAS",100,750,43,6,"Highland",0.3,"OWNED","Stefan",79,"Oban Little Bay NAS"
"1348","Mortlach Rare & Old","John","28/04/2016","NAS",100,750,43,6,"Speyside",0.5,"OWNED","Stefan",79,"Mortlach Rare & Old NAS"
"1356","Benriach Peated (Importanticus Fumosus)","Steve","29/05/2014","12",75,700,46,5,"Speyside",0,"REPLACE","Stefan",74,"Benriach Peated (Importanticus Fumosus) 12"
"1369","Old Pulteney Noss Head","Murilo","24/09/2015","NAS",NA,1000,46,0,"Highland",0.6,"OWNED","Stefan",66,"Old Pulteney Noss Head NAS"
"1372","Talisker Dark Storm","Max","24/09/2015","NAS",90,1000,46,5,"Island",0.4,"OWNED","Stefan",68,"Talisker Dark Storm NAS"
"1374","Bunnahabhain","Stefan","27/10/2016","12",90,700,46,6,"Islay",0.4,"OWNED","Stefan",80,"Bunnahabhain 12"
"1377","Highland Park Dark Origins","Andrew","26/11/2015","NAS",100,750,46,6,"Highland",0,"EMPTY","Stefan",72,"Highland Park Dark Origins NAS"
"1379","Glenfiddich Snow Phoenix","CLUB (WS3)","17/12/2015","NAS",250,750,47,15,"Speyside",NA,"OWNED","Stefan",92,"Glenfiddich Snow Phoenix NAS"
"1380","Glenlivet Guardians Chapter","Marian","20/10/2014","NAS",90,750,48,6,"Speyside",0,"RETIRED","Stefan",88,"Glenlivet Guardians Chapter NAS"
"1383","Arran Malt Amarones Cask","Ash","24/04/2014","12",81,700,50,6,"Island",0,"REPLACE","Stefan",80,"Arran Malt Amarones Cask 12"
"1386","Balvenie 1509 Tun","CLUB (WS3)","17/12/2015","NAS",400,700,50,26,"Speyside",NA,"OWNED","Stefan",91,"Balvenie 1509 Tun NAS"
"1390","Laphroaig Cairdeas 200th Anniversary","Joss","25/02/2016","NAS",100,750,51,6,"Islay",NA,"OWNED","Stefan",85,"Laphroaig Cairdeas 200th Anniversary NAS"
"1394","Bowmore Tempest IV","Dan","29/05/2014","10",80,750,55,5,"Islay",0,"REPLACE","Stefan",84,"Bowmore Tempest IV 10"
"1399","Aberlour A'bunadh","Phil","24/07/2014","NAS",95,750,59,6,"Speyside",0,"EMPTY","Stefan",85,"Aberlour A'bunadh NAS"
"1400","Glenfarclas 105 Cask Strength","Stephan","26/11/2015","NAS",106,750,60,7,"Highland",0.3,"OWNED","Stefan",70,"Glenfarclas 105 Cask Strength NAS"
"1420","Aberfeldy","Seb","24/04/2014","12",55,750,40,4,"Highland",0,"EMPTY","Steve",74,"Aberfeldy 12"
"1421","Ancnoc","Jeremy","27/10/2016","23",80,700,40,6,"Speyside",0.3,"OWNED","Steve",72,"Ancnoc 23"
"1422","Arran Malt Robbie Burns","Steve","23/02/2013","NAS",42,700,40,3,"Island",0,"RETIRED","Steve",71,"Arran Malt Robbie Burns NAS"
"1423","Auchentoshan American Oak","Marian","26/05/2016","NAS",55,750,40,4,"Lowland",0.6,"OWNED","Steve",76,"Auchentoshan American Oak NAS"
"1424","Auchentoshan Springwood","Joss","25/09/2014","NAS",66,1000,40,3,"Lowland",0.5,"OWNED","Steve",72,"Auchentoshan Springwood NAS"
"1425","Balvenie Doublewood","Stefan","27/11/2014","12",90,750,40,6,"Speyside",0,"EMPTY","Steve",78,"Balvenie Doublewood 12"
"1426","Balvenie Signature","Marian","27/09/2012","12",80,750,40,5,"Speyside",0,"RETIRED","Steve",70,"Balvenie Signature 12"
"1427","Cardhu","Joss","25/04/2013","12",75,750,40,5,"Speyside",0,"RETIRED","Steve",72,"Cardhu 12"
"1429","Dalmore King Alexander","CLUB (WS1)","19/12/2013","NAS",224,700,40,15,"Highland",NA,"OWNED","Steve",88,"Dalmore King Alexander NAS"
"1430","Glen Deveron","Mike","30/04/2015","20",115,1000,40,6,"Highland",0.2,"OWNED","Steve",73,"Glen Deveron 20"
"1431","Glen Mhor (1965)","CLUB (SS4)","23/06/2016","35",320,700,40,21,"Highland",NA,"OWNED","Steve",96,"Glen Mhor (1965) 35"
"1432","Glenfiddich Select Cask","Ash","30/07/2015","NAS",70,1000,40,4,"Speyside",0.5,"OWNED","Steve",74,"Glenfiddich Select Cask NAS"
"1433","Glenfiddich Select Cask (Blind)","CLUB (BT)","28/01/2016","NAS",70,1000,40,4,"Speyside",0.5,"OWNED","Steve",71,"Glenfiddich Select Cask (Blind) NAS"
"1434","Glenlivet Master Dist. Reserve","Dan","30/04/2015","NAS",60,1000,40,3,"Speyside",0.7,"OWNED","Steve",74,"Glenlivet Master Dist. Reserve NAS"
"1435","Glenmorangie","Nick","30/07/2015","10",70,750,40,5,"Highland",0.3,"OWNED","Steve",77,"Glenmorangie 10"
"1436","Glenmorangie 10 (Blind)","CLUB (BT)","28/01/2016","10",70,750,40,5,"Highland",0.3,"OWNED","Steve",73,"Glenmorangie 10 (Blind) 10"
"1437","Glenrothes Select Reserve","Marian","27/08/2015","NAS",60,750,40,4,"Speyside",0.5,"OWNED","Steve",77,"Glenrothes Select Reserve NAS"
"1438","Highland Park Einar","Ash","24/11/2016","NAS",110,1000,40,5,"Island",0.7,"OWNED","Steve",76,"Highland Park Einar NAS"
"1439","Jura","Joss","27/02/2014","10",50,750,40,3,"Island",0.3,"OWNED","Steve",73,"Jura 10"
"1440","Macallan Amber","Scott","29/01/2015","NAS",100,750,40,6,"Speyside",0.5,"OWNED","Steve",76,"Macallan Amber NAS"
"1441","Macduff","CLUB (WS1)","19/12/2013","39",350,750,40,21,"Highland",NA,"OWNED","Steve",85,"Macduff 39"
"1442","McClelland  Speyside (Blind)","CLUB (BT)","28/01/2016","NAS",45,750,40,3,"Speyside",0,"RETIRED","Steve",63,"McClelland  Speyside (Blind) NAS"
"1443","McClelland Highland (Blind)","CLUB (BT)","28/01/2016","NAS",45,750,40,3,"Highland",0.7,"OWNED","Steve",68,"McClelland Highland (Blind) NAS"
"1444","McClelland Islay (Blind)","CLUB (BT)","28/01/2016","NAS",45,750,40,3,"Islay",0,"RETIRED","Steve",78,"McClelland Islay (Blind) NAS"
"1445","Old Pulteney","Mike","30/10/2014","12",78,700,40,6,"Highland",0.4,"OWNED","Steve",73,"Old Pulteney 12"
"1446","Port Ellen Connoissuers Choice (1982)","CLUB (SS3)","24/06/2015","19",320,700,40,21,"Islay",0,"RETIRED","Steve",88,"Port Ellen Connoissuers Choice (1982) 19"
"1447","Redbreast Irish Whisky","Mike","31/03/2016","12",75,750,40,5,"Ireland",0.5,"OWNED","Steve",75,"Redbreast Irish Whisky 12"
"1448","Scapa Skiren","Marian","29/09/2016","NAS",80,750,40,5,"Island",0.7,"OWNED","Steve",80,"Scapa Skiren NAS"
"1449","Tomintoul","Mike","20/12/2012","10",69,700,40,5,"Speyside",0,"RETIRED","Steve",71,"Tomintoul 10"
"1450","Tormore","Mike","25/10/2012","12",67,1000,40,4,"Speyside",0,"EMPTY","Steve",78,"Tormore 12"
"1451","Jura Brooklyn","Steve","28/04/2016","NAS",80,750,42,5,"Island",0.3,"OWNED","Steve",80,"Jura Brooklyn NAS"
"1452","Auchentoshan Triplewood","Ash","28/11/2013","NAS",75,750,43,5,"Lowland",0,"REPLACE","Steve",81,"Auchentoshan Triplewood NAS"
