"","WHISKY","PRESENTER","DATE","AGE","PRICE","SIZE","ABV","X..1.5.oz","ORIGIN","AMOUNT","STATUS","Individual","value","WHISKYNAME"
"1906","Laphroaig Cairdeas 200th Anniversary","Joss","25/02/2016","NAS",100,750,51,6,"Islay",NA,"OWNED","Murilo",85,"Laphroaig Cairdeas 200th Anniversary NAS"
"1909","Arbeg Dark Cove (Committee Release)","CLUB (WS4)","22/12/2016","NAS",200,750,55,12,"Islay",NA,"OWNED","Murilo",83,"Arbeg Dark Cove (Committee Release) NAS"
"1915","Aberlour A'bunadh","Phil","24/07/2014","NAS",95,750,59,6,"Speyside",0,"EMPTY","Murilo",84,"Aberlour A'bunadh NAS"
"1916","Glenfarclas 105 Cask Strength","Stephan","26/11/2015","NAS",106,750,60,7,"Highland",0.3,"OWNED","Murilo",70,"Glenfarclas 105 Cask Strength NAS"
"1917","Laphroaig PX","Murilo","23/3/2017","NAS",100,1000,48,5,"Islay",0.8,"OWNED","Murilo",79,"Laphroaig PX NAS"
"1918","Knappogue Castle","Ash","23/3/2017","12",75,750,40,5,"Ireland",0.6,"OWNED","Murilo",83,"Knappogue Castle 12"
"1949","Glenfiddich Select Cask (Blind)","CLUB (BT)","28/01/2016","NAS",70,1000,40,4,"Speyside",0.5,"OWNED","Hussey",71,"Glenfiddich Select Cask (Blind) NAS"
"1952","Glenmorangie 10 (Blind)","CLUB (BT)","28/01/2016","10",70,750,40,5,"Highland",0.3,"OWNED","Hussey",69,"Glenmorangie 10 (Blind) 10"
"1958","McClelland  Speyside (Blind)","CLUB (BT)","28/01/2016","NAS",45,750,40,3,"Speyside",0,"RETIRED","Hussey",50,"McClelland  Speyside (Blind) NAS"
"1959","McClelland Highland (Blind)","CLUB (BT)","28/01/2016","NAS",45,750,40,3,"Highland",0.7,"OWNED","Hussey",60,"McClelland Highland (Blind) NAS"
"1960","McClelland Islay (Blind)","CLUB (BT)","28/01/2016","NAS",45,750,40,3,"Islay",0,"RETIRED","Hussey",71,"McClelland Islay (Blind) NAS"
"1973","Caol Isla (Blind)","CLUB (BT)","28/01/2016","12",80,1000,43,4,"Islay",0.2,"OWNED","Hussey",80,"Caol Isla (Blind) 12"
"1975","Glenfiddich Bourbon Barrel Reserve","Jeremy","25/02/2016","14",70,750,43,5,"Speyside",0,"EMPTY","Hussey",77,"Glenfiddich Bourbon Barrel Reserve 14"
"1988","Oban Little Bay","CLUB (MTL)","25/02/2016","NAS",100,750,43,6,"Highland",0.3,"OWNED","Hussey",84,"Oban Little Bay NAS"
"2035","Laphroaig Cairdeas 200th Anniversary","Joss","25/02/2016","NAS",100,750,51,6,"Islay",NA,"OWNED","Hussey",85,"Laphroaig Cairdeas 200th Anniversary NAS"
"2075","Glen Deveron","Mike","30/04/2015","20",115,1000,40,6,"Highland",0.2,"OWNED","Max",78,"Glen Deveron 20"
"2079","Glenlivet Master Dist. Reserve","Dan","30/04/2015","NAS",60,1000,40,3,"Speyside",0.7,"OWNED","Max",71,"Glenlivet Master Dist. Reserve NAS"
"2091","Port Ellen Connoissuers Choice (1982)","CLUB (SS3)","24/06/2015","19",320,700,40,21,"Islay",0,"RETIRED","Max",92,"Port Ellen Connoissuers Choice (1982) 19"
"2100","Bowmore Darkest","Dan","27/06/2013","15",92,750,43,6,"Islay",0,"REPLACE","Max",88,"Bowmore Darkest 15"
"2142","Jura Prophecy","Andrew","24/10/2013","NAS",95,750,46,6,"Island",0.4,"OWNED","Max",73,"Jura Prophecy NAS"
"2143","Old Pulteney Noss Head","Murilo","24/09/2015","NAS",NA,1000,46,0,"Highland",0.6,"OWNED","Max",67,"Old Pulteney Noss Head NAS"
"2146","Talisker Dark Storm","Max","24/09/2015","NAS",90,1000,46,5,"Island",0.4,"OWNED","Max",82,"Talisker Dark Storm NAS"
"2161","Linlithgow Signatory Vintage (1975)","CLUB (SS3)","24/06/2015","25",400,700,50,26,"Lowland",0,"RETIRED","Max",87,"Linlithgow Signatory Vintage (1975) 25"
"2166","Bowmore Laimrig","Joss","28/11/2013","15",96,750,54,6,"Islay",0,"EMPTY","Max",80,"Bowmore Laimrig 15"
"2195","Ancnoc","Jeremy","27/10/2016","23",80,700,40,6,"Speyside",0.3,"OWNED","Derek",70,"Ancnoc 23"
"2277","Bunnahabhain","Stefan","27/10/2016","12",90,700,46,6,"Islay",0.4,"OWNED","Derek",82,"Bunnahabhain 12"
"2407","Bunnahabhain Eirigh Na Greine","Mike","01/09/2016","NAS",100,1000,46,5,"Islay",0.4,"OWNED","Susan",82,"Bunnahabhain Eirigh Na Greine NAS"
"2429","Ardbeg Correyvreckan","Andrew","01/09/2016","NAS",150,700,57,10,"Islay",NA,"OWNED","Susan",75,"Ardbeg Correyvreckan NAS"
"2536","Bunnahabhain Eirigh Na Greine","Mike","01/09/2016","NAS",100,1000,46,5,"Islay",0.4,"OWNED","Len",85,"Bunnahabhain Eirigh Na Greine NAS"
"2558","Ardbeg Correyvreckan","Andrew","01/09/2016","NAS",150,700,57,10,"Islay",NA,"OWNED","Len",92,"Ardbeg Correyvreckan NAS"
"2585","Auchentoshan Springwood","Joss","25/09/2014","NAS",66,1000,40,3,"Lowland",0.5,"OWNED","Paul",65,"Auchentoshan Springwood NAS"
"2635","Tullibardine 500","Nick","25/09/2014","NAS",80,750,43,5,"Highland",0.5,"OWNED","Paul",75,"Tullibardine 500 NAS"
"2712","Arran Malt Robbie Burns","Steve","23/02/2013","NAS",42,700,40,3,"Island",0,"RETIRED","Dan",72,"Arran Malt Robbie Burns NAS"
"2715","Balvenie Doublewood","Stefan","27/11/2014","12",90,750,40,6,"Speyside",0,"EMPTY","Dan",72,"Balvenie Doublewood 12"
"2716","Balvenie Signature","Marian","27/09/2012","12",80,750,40,5,"Speyside",0,"RETIRED","Dan",82,"Balvenie Signature 12"
"2717","Cardhu","Joss","25/04/2013","12",75,750,40,5,"Speyside",0,"RETIRED","Dan",72,"Cardhu 12"
"2719","Dalmore King Alexander","CLUB (WS1)","19/12/2013","NAS",224,700,40,15,"Highland",NA,"OWNED","Dan",87,"Dalmore King Alexander NAS"
"2720","Glen Deveron","Mike","30/04/2015","20",115,1000,40,6,"Highland",0.2,"OWNED","Dan",73,"Glen Deveron 20"
"2724","Glenlivet Master Dist. Reserve","Dan","30/04/2015","NAS",60,1000,40,3,"Speyside",0.7,"OWNED","Dan",78,"Glenlivet Master Dist. Reserve NAS"
"2729","Jura","Joss","27/02/2014","10",50,750,40,3,"Island",0.3,"OWNED","Dan",61,"Jura 10"
"2731","Macduff","CLUB (WS1)","19/12/2013","39",350,750,40,21,"Highland",NA,"OWNED","Dan",76,"Macduff 39"
"2735","Old Pulteney","Mike","30/10/2014","12",78,700,40,6,"Highland",0.4,"OWNED","Dan",72,"Old Pulteney 12"
"2736","Port Ellen Connoissuers Choice (1982)","CLUB (SS3)","24/06/2015","19",320,700,40,21,"Islay",0,"RETIRED","Dan",94,"Port Ellen Connoissuers Choice (1982) 19"
"2744","Benromach","Dan","24/03/2014","10",75,750,43,5,"Speyside",0,"EMPTY","Dan",84,"Benromach 10"
"2745","Bowmore Darkest","Dan","27/06/2013","15",92,750,43,6,"Islay",0,"REPLACE","Dan",90,"Bowmore Darkest 15"
"2748","Dalwhinnie","Mike","30/01/2014","15",89,750,43,6,"Highland",0.3,"OWNED","Dan",72,"Dalwhinnie 15"
"2750","Glengoyne","Miles","27/11/2014","15",95,700,43,7,"Highland",0,"RETIRED","Dan",83,"Glengoyne 15"
"2751","Glenkinchie","Miles","29/08/2013","12",85,750,43,6,"Lowland",0.3,"OWNED","Dan",72,"Glenkinchie 12"
"2753","Glenmorangie Rare","Marian","27/06/2013","18",114,750,43,7,"Highland",NA,"OWNED","Dan",82,"Glenmorangie Rare 18"
"2754","Highland Park","Steve","30/05/2013","12",68,750,43,5,"Island",0.2,"OWNED","Dan",81,"Highland Park 12"
"2755","Jura","Joss","27/02/2014","16",85,750,43,6,"Island",0.2,"OWNED","Dan",82,"Jura 16"
"2756","Jura Superstition","Andrew","29/11/2012","13",64,750,43,4,"Island",0,"EMPTY","Dan",79,"Jura Superstition 13"
"2757","Lagavaulin","Andrew","27/06/2013","16",115,750,43,7,"Islay",0,"EMPTY","Dan",78,"Lagavaulin 16"
"2761","Oban","Seb","25/04/2013","14",110,750,43,7,"Highland",0,"REPLACE","Dan",84,"Oban 14"
"2763","Strathisla","Seb","24/10/2013","12",57,750,43,4,"Speyside",0.2,"OWNED","Dan",76,"Strathisla 12"
"2764","Tullibardine 500","Nick","25/09/2014","NAS",80,750,43,5,"Highland",0.5,"OWNED","Dan",56,"Tullibardine 500 NAS"
"2768","Jura","CLUB (MTL)","27/02/2014","21",138,700,44,9,"Island",NA,"OWNED","Dan",76,"Jura 21"
"2771","Ardbeg","Ash","30/05/2013","10",100,1000,46,5,"Islay",0.4,"OWNED","Dan",79,"Ardbeg 10"
"2775","Benriach Peated (Importanticus Fumosus)","Steve","29/05/2014","12",75,700,46,5,"Speyside",0,"REPLACE","Dan",80,"Benriach Peated (Importanticus Fumosus) 12"
"2776","Bruichladdich","Dan","31/01/2013","10",63,700,46,5,"Islay",0,"EMPTY","Dan",81,"Bruichladdich 10"
"2777","Clynelish","Seb","29/11/2012","14",80,750,46,5,"Highland",0,"RETIRED","Dan",68,"Clynelish 14"
"2780","Glendronach","Miles","30/01/2014","14",90,700,46,6,"Highland",0.3,"OWNED","Dan",71,"Glendronach 14"
"2782","Glenmorangie Lasanta","Marian","24/03/2014","12",74,1000,46,4,"Highland",0,"EMPTY","Dan",76,"Glenmorangie Lasanta 12"
"2790","Talisker","Miles","28/03/2013","10",80,750,46,5,"Island",1,"OWNED","Dan",77,"Talisker 10"
"2797","Highland Park","CLUB (SS2)","19/06/2014","21",300,700,47,20,"Island",NA,"OWNED","Dan",87,"Highland Park 21"
"2799","Glenlivet Guardians Chapter","Marian","20/10/2014","NAS",90,750,48,6,"Speyside",0,"RETIRED","Dan",82,"Glenlivet Guardians Chapter NAS"
"2800","Laphoraig Quarter Cask","Miles","20/12/2012","5.7",70,750,48,5,"Islay",0.9,"OWNED","Dan",75,"Laphoraig Quarter Cask 5.7"
"2801","Laphroaig","CLUB (SS2)","19/06/2014","18",180,750,48,11,"Islay",NA,"OWNED","Dan",82,"Laphroaig 18"
"2806","Linlithgow Signatory Vintage (1975)","CLUB (SS3)","24/06/2015","25",400,700,50,26,"Lowland",0,"RETIRED","Dan",90,"Linlithgow Signatory Vintage (1975) 25"
"2807","Ardbeg Alligator","CLUB (SS1)","20/06/2013","NAS",170,700,51,11,"Islay",0,"RETIRED","Dan",84,"Ardbeg Alligator NAS"
"2813","Bowmore Tempest IV","Dan","29/05/2014","10",80,750,55,5,"Islay",0,"REPLACE","Dan",82,"Bowmore Tempest IV 10"
"2817","Glenlivet Nadurra Triumph","Joss","25/10/2012","16",85,750,58,6,"Speyside",0,"RETIRED","Dan",84,"Glenlivet Nadurra Triumph 16"
"2925","Highland Park Dark Origins","Andrew","26/11/2015","NAS",100,750,46,6,"Highland",0,"EMPTY","Ashleigh",78,"Highland Park Dark Origins NAS"
"2948","Glenfarclas 105 Cask Strength","Stephan","26/11/2015","NAS",106,750,60,7,"Highland",0.3,"OWNED","Ashleigh",80,"Glenfarclas 105 Cask Strength NAS"
"3007","Glenfiddich Bourbon Barrel Reserve","Jeremy","25/02/2016","14",70,750,43,5,"Speyside",0,"EMPTY","Don",79,"Glenfiddich Bourbon Barrel Reserve 14"
"3020","Oban Little Bay","CLUB (MTL)","25/02/2016","NAS",100,750,43,6,"Highland",0.3,"OWNED","Don",87,"Oban Little Bay NAS"
"3067","Laphroaig Cairdeas 200th Anniversary","Joss","25/02/2016","NAS",100,750,51,6,"Islay",NA,"OWNED","Don",70,"Laphroaig Cairdeas 200th Anniversary NAS"
"3185","Glenfiddich Snow Phoenix","CLUB (WS3)","17/12/2015","NAS",250,750,47,15,"Speyside",NA,"OWNED","Melissa",91,"Glenfiddich Snow Phoenix NAS"
"3192","Balvenie 1509 Tun","CLUB (WS3)","17/12/2015","NAS",400,700,50,26,"Speyside",NA,"OWNED","Melissa",85,"Balvenie 1509 Tun NAS"
"3226","Aberfeldy","Seb","24/04/2014","12",55,750,40,4,"Highland",0,"EMPTY","Phil",66,"Aberfeldy 12"
"3230","Auchentoshan Springwood","Joss","25/09/2014","NAS",66,1000,40,3,"Lowland",0.5,"OWNED","Phil",69,"Auchentoshan Springwood NAS"
"3231","Balvenie Doublewood","Stefan","27/11/2014","12",90,750,40,6,"Speyside",0,"EMPTY","Phil",69,"Balvenie Doublewood 12"
"3236","Glen Deveron","Mike","30/04/2015","20",115,1000,40,6,"Highland",0.2,"OWNED","Phil",70,"Glen Deveron 20"
"3240","Glenlivet Master Dist. Reserve","Dan","30/04/2015","NAS",60,1000,40,3,"Speyside",0.7,"OWNED","Phil",74,"Glenlivet Master Dist. Reserve NAS"
"3245","Jura","Joss","27/02/2014","10",50,750,40,3,"Island",0.3,"OWNED","Phil",64,"Jura 10"
"3251","Old Pulteney","Mike","30/10/2014","12",78,700,40,6,"Highland",0.4,"OWNED","Phil",71,"Old Pulteney 12"
"3252","Port Ellen Connoissuers Choice (1982)","CLUB (SS3)","24/06/2015","19",320,700,40,21,"Islay",0,"RETIRED","Phil",90,"Port Ellen Connoissuers Choice (1982) 19"
"3259","Balvenie Caribbean Cask","Andrew","31/07/2014","14",110,750,43,7,"Speyside",0,"EMPTY","Phil",76,"Balvenie Caribbean Cask 14"
"3264","Dalwhinnie","Mike","30/01/2014","15",89,750,43,6,"Highland",0.3,"OWNED","Phil",66,"Dalwhinnie 15"
"3266","Glengoyne","Miles","27/11/2014","15",95,700,43,7,"Highland",0,"RETIRED","Phil",77,"Glengoyne 15"
"3267","Glenkinchie","Miles","29/08/2013","12",85,750,43,6,"Lowland",0.3,"OWNED","Phil",69,"Glenkinchie 12"
"3271","Jura","Joss","27/02/2014","16",85,750,43,6,"Island",0.2,"OWNED","Phil",78,"Jura 16"
"3280","Tullibardine 500","Nick","25/09/2014","NAS",80,750,43,5,"Highland",0.5,"OWNED","Phil",73,"Tullibardine 500 NAS"
"3284","Jura","CLUB (MTL)","27/02/2014","21",138,700,44,9,"Island",NA,"OWNED","Phil",82,"Jura 21"
"3286","Talisker Port Ruighe","Joss","28/05/2015","NAS",110,700,45,8,"Island",0,"REPLACE","Phil",79,"Talisker Port Ruighe NAS"
"3291","Benriach Peated (Importanticus Fumosus)","Steve","29/05/2014","12",75,700,46,5,"Speyside",0,"REPLACE","Phil",77,"Benriach Peated (Importanticus Fumosus) 12"
"3296","Glendronach","Miles","30/01/2014","14",90,700,46,6,"Highland",0.3,"OWNED","Phil",75,"Glendronach 14"
"3313","Highland Park","CLUB (SS2)","19/06/2014","21",300,700,47,20,"Island",NA,"OWNED","Phil",84,"Highland Park 21"
"3315","Glenlivet Guardians Chapter","Marian","20/10/2014","NAS",90,750,48,6,"Speyside",0,"RETIRED","Phil",81,"Glenlivet Guardians Chapter NAS"
"3317","Laphroaig","CLUB (SS2)","19/06/2014","18",180,750,48,11,"Islay",NA,"OWNED","Phil",85,"Laphroaig 18"
"3318","Arran Malt Amarones Cask","Ash","24/04/2014","12",81,700,50,6,"Island",0,"REPLACE","Phil",82,"Arran Malt Amarones Cask 12"
"3320","Bunnahabhain  Cruach-Mhona","Jonathan","28/05/2015","NAS",120,1000,50,6,"Islay",0.3,"OWNED","Phil",78,"Bunnahabhain  Cruach-Mhona NAS"
"3322","Linlithgow Signatory Vintage (1975)","CLUB (SS3)","24/06/2015","25",400,700,50,26,"Lowland",0,"RETIRED","Phil",88,"Linlithgow Signatory Vintage (1975) 25"
"3323","Ardbeg Alligator","CLUB (SS1)","20/06/2013","NAS",170,700,51,11,"Islay",0,"RETIRED","Phil",85,"Ardbeg Alligator NAS"
"3334","Aberlour A'bunadh","Phil","24/07/2014","NAS",95,750,59,6,"Speyside",0,"EMPTY","Phil",87,"Aberlour A'bunadh NAS"
"3362","Cardhu","Joss","25/04/2013","12",75,750,40,5,"Speyside",0,"RETIRED","Dave",72,"Cardhu 12"
"3363","Cragganmore","Dave","27/09/2012","12",85,750,40,6,"Speyside",0,"EMPTY","Dave",71,"Cragganmore 12"
"3388","Balvenie Caribbean Cask","Andrew","31/07/2014","14",110,750,43,7,"Speyside",0,"EMPTY","Dave",75,"Balvenie Caribbean Cask 14"
"3417","Ardmore","Joss","31/01/2013","NAS",45,700,46,3,"Speyside",0,"EMPTY","Dave",75,"Ardmore NAS"
"3429","Glenmorangie Signet","Ash","27/06/2013","NAS",311,750,46,19,"Highland",NA,"OWNED","Dave",91,"Glenmorangie Signet NAS"
"3463","Aberlour A'bunadh","Phil","24/07/2014","NAS",95,750,59,6,"Speyside",0,"EMPTY","Dave",90,"Aberlour A'bunadh NAS"
"3482","Balblair 2005","Steve","30/11/2017","NAS",73,700,46,5,"Highland",NA,"OWNED","Dave",74,"Balblair 2005 NAS"
"3483","Chivas Regal","Ash","30/11/2017","12",105,1750,40,3,"Blend",NA,"OWNED","Dave",68,"Chivas Regal 12"
"3484","Aberfeldy","Seb","24/04/2014","12",55,750,40,4,"Highland",0,"EMPTY","Seb",71,"Aberfeldy 12"
"3486","Arran Malt Robbie Burns","Steve","23/02/2013","NAS",42,700,40,3,"Island",0,"RETIRED","Seb",75,"Arran Malt Robbie Burns NAS"
"3487","Auchentoshan American Oak","Marian","26/05/2016","NAS",55,750,40,4,"Lowland",0.6,"OWNED","Seb",76,"Auchentoshan American Oak NAS"
"3490","Balvenie Signature","Marian","27/09/2012","12",80,750,40,5,"Speyside",0,"RETIRED","Seb",74,"Balvenie Signature 12"
"3491","Cardhu","Joss","25/04/2013","12",75,750,40,5,"Speyside",0,"RETIRED","Seb",81,"Cardhu 12"
"3492","Cragganmore","Dave","27/09/2012","12",85,750,40,6,"Speyside",0,"EMPTY","Seb",75,"Cragganmore 12"
"3503","Jura","Joss","27/02/2014","10",50,750,40,3,"Island",0.3,"OWNED","Seb",64,"Jura 10"
"3513","Tomintoul","Mike","20/12/2012","10",69,700,40,5,"Speyside",0,"RETIRED","Seb",71,"Tomintoul 10"
"3514","Tormore","Mike","25/10/2012","12",67,1000,40,4,"Speyside",0,"EMPTY","Seb",72,"Tormore 12"
"3517","Balvenie Caribbean Cask","Andrew","31/07/2014","14",110,750,43,7,"Speyside",0,"EMPTY","Seb",75,"Balvenie Caribbean Cask 14"
"3518","Benromach","Dan","24/03/2014","10",75,750,43,5,"Speyside",0,"EMPTY","Seb",83,"Benromach 10"
"3520","Caol Isla","Ash","25/07/2013","12",80,1000,43,4,"Islay",0.2,"OWNED","Seb",83,"Caol Isla 12"
"3527","Glenmorangie Rare","Marian","27/06/2013","18",114,750,43,7,"Highland",NA,"OWNED","Seb",90,"Glenmorangie Rare 18"
"3528","Highland Park","Steve","30/05/2013","12",68,750,43,5,"Island",0.2,"OWNED","Seb",84,"Highland Park 12"
"3529","Jura","Joss","27/02/2014","16",85,750,43,6,"Island",0.2,"OWNED","Seb",84,"Jura 16"
"3530","Jura Superstition","Andrew","29/11/2012","13",64,750,43,4,"Island",0,"EMPTY","Seb",80,"Jura Superstition 13"
"3532","Macallan","Mike","29/08/2013","12",93,750,43,6,"Speyside",0.5,"OWNED","Seb",73,"Macallan 12"
"3535","Oban","Seb","25/04/2013","14",110,750,43,7,"Highland",0,"REPLACE","Seb",82,"Oban 14"
"3537","Strathisla","Seb","24/10/2013","12",57,750,43,4,"Speyside",0.2,"OWNED","Seb",79,"Strathisla 12"
"3542","Jura","CLUB (MTL)","27/02/2014","21",138,700,44,9,"Island",NA,"OWNED","Seb",79,"Jura 21"
"3545","Ardbeg","Ash","30/05/2013","10",100,1000,46,5,"Islay",0.4,"OWNED","Seb",84,"Ardbeg 10"
"3546","Ardmore","Joss","31/01/2013","NAS",45,700,46,3,"Speyside",0,"EMPTY","Seb",81,"Ardmore NAS"
"3549","Benriach Peated (Importanticus Fumosus)","Steve","29/05/2014","12",75,700,46,5,"Speyside",0,"REPLACE","Seb",79,"Benriach Peated (Importanticus Fumosus) 12"
"3550","Bruichladdich","Dan","31/01/2013","10",63,700,46,5,"Islay",0,"EMPTY","Seb",76,"Bruichladdich 10"
"3551","Clynelish","Seb","29/11/2012","14",80,750,46,5,"Highland",0,"RETIRED","Seb",78,"Clynelish 14"
"3556","Glenmorangie Lasanta","Marian","24/03/2014","12",74,1000,46,4,"Highland",0,"EMPTY","Seb",70,"Glenmorangie Lasanta 12"
"3558","Glenmorangie Signet","Ash","27/06/2013","NAS",311,750,46,19,"Highland",NA,"OWNED","Seb",84,"Glenmorangie Signet NAS"
"3560","Hazelburn","CLUB (SS1)","20/06/2013","12",129,700,46,9,"Campbeltown",0.4,"OWNED","Seb",74,"Hazelburn 12"
"3561","Jura Prophecy","Andrew","24/10/2013","NAS",95,750,46,6,"Island",0.4,"OWNED","Seb",81,"Jura Prophecy NAS"
"3563","Springbank","Steve","26/09/2013","10",80,750,46,5,"Campbeltown",0.3,"OWNED","Seb",76,"Springbank 10"
"3564","Talisker","Miles","28/03/2013","10",80,750,46,5,"Island",1,"OWNED","Seb",82,"Talisker 10"
"3566","Tomatin Cubocan","Murilo","26/05/2016","NAS",96,750,46,6,"Highland",0.2,"OWNED","Seb",75,"Tomatin Cubocan NAS"
"3571","Highland Park","CLUB (SS2)","19/06/2014","21",300,700,47,20,"Island",NA,"OWNED","Seb",86,"Highland Park 21"
"3574","Laphoraig Quarter Cask","Miles","20/12/2012","5.7",70,750,48,5,"Islay",0.9,"OWNED","Seb",69,"Laphoraig Quarter Cask 5.7"
"3575","Laphroaig","CLUB (SS2)","19/06/2014","18",180,750,48,11,"Islay",NA,"OWNED","Seb",85,"Laphroaig 18"
"3582","Glenfiddich Distillers Ed.","Marian","26/09/2013","15",75,750,51,5,"Speyside",0.9,"OWNED","Seb",79,"Glenfiddich Distillers Ed. 15"
"3587","Bowmore Tempest IV","Dan","29/05/2014","10",80,750,55,5,"Islay",0,"REPLACE","Seb",83,"Bowmore Tempest IV 10"
"3592","Aberlour A'bunadh","Phil","24/07/2014","NAS",95,750,59,6,"Speyside",0,"EMPTY","Seb",88,"Aberlour A'bunadh NAS"
"3613","Aberfeldy","Seb","24/04/2014","12",55,750,40,4,"Highland",0,"EMPTY","Nick",75,"Aberfeldy 12"
"3617","Auchentoshan Springwood","Joss","25/09/2014","NAS",66,1000,40,3,"Lowland",0.5,"OWNED","Nick",73,"Auchentoshan Springwood NAS"
"3623","Glen Deveron","Mike","30/04/2015","20",115,1000,40,6,"Highland",0.2,"OWNED","Nick",80,"Glen Deveron 20"
"3625","Glenfiddich Select Cask","Ash","30/07/2015","NAS",70,1000,40,4,"Speyside",0.5,"OWNED","Nick",73,"Glenfiddich Select Cask NAS"
"3628","Glenmorangie","Nick","30/07/2015","10",70,750,40,5,"Highland",0.3,"OWNED","Nick",80,"Glenmorangie 10"
"3667","Tullibardine 500","Nick","25/09/2014","NAS",80,750,43,5,"Highland",0.5,"OWNED","Nick",79,"Tullibardine 500 NAS"
"3700","Highland Park","CLUB (SS2)","19/06/2014","21",300,700,47,20,"Island",NA,"OWNED","Nick",85,"Highland Park 21"
"3704","Laphroaig","CLUB (SS2)","19/06/2014","18",180,750,48,11,"Islay",NA,"OWNED","Nick",95,"Laphroaig 18"
"3705","Arran Malt Amarones Cask","Ash","24/04/2014","12",81,700,50,6,"Island",0,"REPLACE","Nick",80,"Arran Malt Amarones Cask 12"
"3716","Bowmore Tempest IV","Dan","29/05/2014","10",80,750,55,5,"Islay",0,"REPLACE","Nick",79,"Bowmore Tempest IV 10"
"3761","Jura","Joss","27/02/2014","10",50,750,40,3,"Island",0.3,"OWNED","Chris",65,"Jura 10"
"3787","Jura","Joss","27/02/2014","16",85,750,43,6,"Island",0.2,"OWNED","Chris",73,"Jura 16"
"3800","Jura","CLUB (MTL)","27/02/2014","21",138,700,44,9,"Island",NA,"OWNED","Chris",72,"Jura 21"
"3807","Benriach Peated (Importanticus Fumosus)","Steve","29/05/2014","12",75,700,46,5,"Speyside",0,"REPLACE","Chris",90,"Benriach Peated (Importanticus Fumosus) 12"
"3845","Bowmore Tempest IV","Dan","29/05/2014","10",80,750,55,5,"Islay",0,"REPLACE","Chris",90,"Bowmore Tempest IV 10"
"3936","Benriach Peated (Importanticus Fumosus)","Steve","29/05/2014","12",75,700,46,5,"Speyside",0,"REPLACE","JP",84,"Benriach Peated (Importanticus Fumosus) 12"
"3952","Talisker Dark Storm","Max","24/09/2015","NAS",90,1000,46,5,"Island",0.4,"OWNED","JP",78,"Talisker Dark Storm NAS"
"3960","Glenlivet Guardians Chapter","Marian","20/10/2014","NAS",90,750,48,6,"Speyside",0,"RETIRED","JP",84,"Glenlivet Guardians Chapter NAS"
"3965","Bunnahabhain  Cruach-Mhona","Jonathan","28/05/2015","NAS",120,1000,50,6,"Islay",0.3,"OWNED","JP",83,"Bunnahabhain  Cruach-Mhona NAS"
"3974","Bowmore Tempest IV","Dan","29/05/2014","10",80,750,55,5,"Islay",0,"REPLACE","JP",84,"Bowmore Tempest IV 10"
"4005","Balvenie Doublewood","Stefan","27/11/2014","12",90,750,40,6,"Speyside",0,"EMPTY","Mike.A.",80,"Balvenie Doublewood 12"
"4010","Glen Deveron","Mike","30/04/2015","20",115,1000,40,6,"Highland",0.2,"OWNED","Mike.A.",80,"Glen Deveron 20"
"4014","Glenlivet Master Dist. Reserve","Dan","30/04/2015","NAS",60,1000,40,3,"Speyside",0.7,"OWNED","Mike.A.",75,"Glenlivet Master Dist. Reserve NAS"
"4026","Port Ellen Connoissuers Choice (1982)","CLUB (SS3)","24/06/2015","19",320,700,40,21,"Islay",0,"RETIRED","Mike.A.",70,"Port Ellen Connoissuers Choice (1982) 19"
"4040","Glengoyne","Miles","27/11/2014","15",95,700,43,7,"Highland",0,"RETIRED","Mike.A.",78,"Glengoyne 15"
"4089","Glenlivet Guardians Chapter","Marian","20/10/2014","NAS",90,750,48,6,"Speyside",0,"RETIRED","Mike.A.",80,"Glenlivet Guardians Chapter NAS"
